"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FXYD6",572.242348614384,-1.17555661623046,0.211884604461418,-5.54809831143025,2.88793483859688e-08,2.64019874159917e-06
"IRAK3",2027.88442478026,2.43931646859053,0.44038935063474,5.5389996717103,3.04204214464346e-08,2.76443302916821e-06
"TLR8",692.2024298085,1.85310380328482,0.334763750111555,5.53555694924345,3.10240905232992e-08,2.80250951060469e-06
"SCN7A",460.22261869432,-1.61786354003873,0.293501317902727,-5.5122871392861,3.54200438391129e-08,3.18067801954069e-06
"NCAM1",447.994917463039,-1.22936867905226,0.223209324552313,-5.50769409619418,3.63564457490057e-08,3.2455612981583e-06
"MYBL1",936.737879449726,-2.20128118966261,0.400305935495881,-5.49899712812342,3.81957355254687e-08,3.38981568616675e-06
"ECRG4",104.613997878146,-2.38236023517268,0.434478549854296,-5.48326318059111,4.1755111862415e-08,3.68416033502331e-06
"PANX1",541.665870956429,1.2062319586302,0.220035505542664,5.48198780762826,4.2057322410983e-08,3.68937528849178e-06
"IL17A",38.505977066831,3.06845410438058,0.560941935650661,5.47018133137317,4.49575368213434e-08,3.92112401609602e-06
"LILRA2",673.760148567429,1.97876191199169,0.362763901423814,5.45468252002262,4.90604197722304e-08,4.25451960264782e-06
"HRK",63.2287459640521,-2.27224088272728,0.417701201348681,-5.43987155265686,5.33189992690636e-08,4.59755189151881e-06
"NRXN2",273.907981864726,-1.63546462927887,0.300950940806286,-5.43432303250905,5.5004855545557e-08,4.71612252971398e-06
"FAM83D",525.659041992817,1.30899291573811,0.240951486648734,5.43259945785848,5.55389794713129e-08,4.73516602503733e-06
"COL4A2",17032.1899858221,1.21373281353543,0.224406083078344,5.40864488558314,6.35034029837436e-08,5.38395331665527e-06
"LILRA1",783.513427137718,1.79278378596638,0.331923959552046,5.40118823716692,6.62009128835932e-08,5.58147252178562e-06
"PLXNC1",2303.81945106767,1.71847966682795,0.31825418248115,5.39970803660918,6.6749438842938e-08,5.59662698276479e-06
"GNA15",514.093871756032,1.42548812981954,0.264339837431943,5.39263451043981,6.94320878068111e-08,5.78956793712179e-06
"SLC16A10",228.921518597529,1.63376283869475,0.303080928654597,5.39051680337384,7.02553457979003e-08,5.82620288431112e-06
"CCR1",1998.87808738884,1.94886956321074,0.362090766894412,5.38226804269507,7.35531271489872e-08,6.06653400876647e-06
"IL1RAP",828.911502224614,2.19933900761876,0.410011791316128,5.36408721456264,8.13595883612074e-08,6.67412493497126e-06
"IL6",466.489333540099,2.22137178072507,0.41458935077238,5.35800491881099,8.41459501214773e-08,6.86558569378247e-06
"MATN2",2645.45206993065,-1.32851731356543,0.248189611242538,-5.35283208235163,8.65881948445915e-08,7.02707189818995e-06
"NAMPT",25778.7008682041,2.34571707754524,0.438580483568101,5.34843014094358,8.87204081243584e-08,7.13189669965361e-06
"CD300E",1075.01092727868,2.54731878606605,0.476292146538745,5.34822756280495,8.88197467207783e-08,7.13189669965361e-06
"DSE",1819.92413820631,1.36041959400048,0.25471286830839,5.34099279331804,9.24389316470503e-08,7.38343803513492e-06
"UCHL1",764.575787892402,-1.09417272468883,0.206406253385006,-5.3010638328282,1.15129822520772e-07,9.1476973119122e-06
"ADAMTS9",813.43208375149,1.20964938071226,0.228590832365281,5.29176681407451,1.21140291475662e-07,9.57513053872213e-06
"DUOXA2",707.654013207054,2.65767873700073,0.502542470986033,5.28846593161792,1.23346456402999e-07,9.69899389830007e-06
"ANGPTL7",96.4841726725871,-2.33710354480997,0.443265846881712,-5.27246473250993,1.34603708880181e-07,1.0529617968895e-05
"C4BPA",253.258089724423,2.8163940790822,0.53547254072072,5.25964239976053,1.44335817988941e-07,1.12330275579496e-05
"PCDH11Y",74.455080062858,-2.21741633183566,0.422246020928449,-5.25147952125146,1.50882310905174e-07,1.16826017872292e-05
"CDA",224.199444324217,1.91701453444012,0.365494622203757,5.24498697923774,1.56293364574625e-07,1.20401426435762e-05
"STMN2",488.37341845197,-1.15683435974067,0.220855275385504,-5.23797476750968,1.62348251676333e-07,1.24434195325254e-05
"KRT18",4080.52277158795,1.03934408444028,0.198656190196558,5.23187363762446,1.67800447526107e-07,1.27966813651066e-05
"SEMA6B",1115.03196012796,1.74303604329533,0.333356161757615,5.22875003751304,1.70659914341892e-07,1.29496743002628e-05
"HMCES",2702.34309958828,-1.44761482496447,0.277009000967631,-5.22587648743452,1.73332040627012e-07,1.30870002415698e-05
"GRIA2",46.0653600736036,-2.61792207977745,0.502867090407128,-5.20599205976661,1.92962896649025e-07,1.44970540571564e-05
"EMP1",4410.69894131407,0.967667145865967,0.186051597381066,5.20106873301398,1.981458017008e-07,1.48131068305978e-05
"COL28A1",121.029094445493,-1.63731620635534,0.314988916269062,-5.19801212610527,2.01430991567917e-07,1.49848859217387e-05
"FCER1G",2931.801013118,1.34864900737747,0.259523949438314,5.19662640113308,2.02937630008485e-07,1.50233242585793e-05
"BCAT1",1284.11387100263,1.00616734240146,0.193941306988972,5.18799918399374,2.12565534816796e-07,1.56596823125228e-05
"S1PR2",650.736232214194,-1.18198496557703,0.228466859114666,-5.17355107938785,2.29686293794375e-07,1.68392231624321e-05
"VAMP1",1621.75054488103,-1.40704401334939,0.272831425117985,-5.15719189144328,2.50680866372008e-07,1.82900616733731e-05
"C4BPB",191.870077306669,2.18509010728326,0.424211261669691,5.15094789959787,2.59173186038845e-07,1.8819197470457e-05
"COL1A1",43970.752638262,1.16029597289284,0.225668471241205,5.14159539660578,2.72415272827898e-07,1.96865437163627e-05
"TIMP1",23509.0434976934,2.10179019536245,0.409133754482079,5.13717133415966,2.78904656895129e-07,2.0059986128154e-05
"LMCD1",942.431010010741,1.08328486101551,0.211368662566301,5.12509682307193,2.97384883097059e-07,2.12882688013253e-05
"SOAT2",118.523828322545,-2.41170327142505,0.471650969255059,-5.11332198730382,3.1654205276565e-07,2.25532497313216e-05
"MUC5AC",57.1589007961046,4.389158762746,0.858659577873535,5.11164013754523,3.19373775016223e-07,2.26486748114308e-05
"SFRP5",78.5100060467018,-3.17169828381886,0.620726919403818,-5.1096515789345,3.2275346119919e-07,2.27818908239949e-05
"LY6H",61.1479997529984,-2.61024920268465,0.51111157308135,-5.10700469360961,3.27305621704896e-07,2.29962505323773e-05
"RAB31",2631.54948644207,1.31566688369451,0.258068916463744,5.09812224471964,3.43039273174629e-07,2.39906175562128e-05
"NLRP12",146.996917298134,2.61915548091742,0.514073290862037,5.09490675254773,3.48912947449345e-07,2.42894628004186e-05
"ACOD1",47.5517929486155,5.77108183992897,1.13325479980232,5.09248391529925,3.53402704087809e-07,2.44896777956009e-05
"NLRC4",401.838570188209,1.52353868009526,0.29947145510746,5.08742537597971,3.62957128953953e-07,2.50374426772963e-05
"CHODL",92.5270152870756,-1.81292927069261,0.356663587701298,-5.08302314339674,3.71474418916306e-07,2.55090306854021e-05
"CR2",8150.27653459348,-2.38821687222581,0.473219563046119,-5.04674163691127,4.49408413837849e-07,3.07217211189333e-05
"AGR2",6777.24050541421,1.04843003509802,0.207929993046652,5.04222608646361,4.60147160180151e-07,3.13147681744125e-05
"RTP5",89.9159763371746,-2.13442203272434,0.424053626702107,-5.03337761623189,4.81912517220882e-07,3.26495730417148e-05
"OGN",395.262068466034,-1.67574373905866,0.333636488272968,-5.02266328162415,5.09598411546765e-07,3.4371846638372e-05
"GPRC5A",1729.84646380916,1.22031558855809,0.243271749868785,5.01626509948771,5.26856207884383e-07,3.53786274816522e-05
